user_id,zone_date,zone_score,zone_focus,zone_calm,zone_posture,create_date,update_date
tamabi015,5/17/16,,44,67,33,5/17/16,5/17/16
tamabi015,5/17/16,,41,23,32,5/17/16,5/17/16
tamabi015,5/17/16,,70,38,42,5/17/16,5/17/16
tamabi015,5/17/16,,11,52,27,5/17/16,5/17/16
tamabi015,5/17/16,,24,33,24,5/17/16,5/17/16
tamabi015,5/17/16,,15,33,27,5/17/16,5/17/16
tamabi015,5/17/16,,30,65,36,5/17/16,5/17/16
tamabi015,5/17/16,,40,65,53,5/17/16,5/17/16
tamabi015,5/17/16,,20,95,54,5/17/16,5/17/16
tamabi015,5/17/16,,28,90,58,5/17/16,5/17/16
tamabi015,5/17/16,,35,79,67,5/17/16,5/17/16
tamabi015,5/17/16,,36,64,58,5/17/16,5/17/16
tamabi015,5/17/16,,50,98,64,5/17/16,5/17/16
tamabi015,5/17/16,,19,69,37,5/17/16,5/17/16
tamabi015,5/17/16,,17,79,20,5/17/16,5/17/16
tamabi015,5/17/16,,23,45,38,5/17/16,5/17/16
tamabi015,5/17/16,,41,42,41,5/17/16,5/17/16
tamabi015,5/17/16,,57,66,45,5/17/16,5/17/16
tamabi015,5/17/16,,42,91,57,5/17/16,5/17/16
tamabi015,5/17/16,,35,98,77,5/17/16,5/17/16
tamabi015,5/17/16,,48,88,72,5/17/16,5/17/16
tamabi015,5/17/16,,45,97,65,5/17/16,5/17/16
tamabi015,5/17/16,,100,93,62,5/17/16,5/17/16
tamabi015,5/17/16,,43,63,56,5/17/16,5/17/16
tamabi015,5/17/16,,28,76,38,5/17/16,5/17/16
tamabi015,5/17/16,,29,71,46,5/17/16,5/17/16
tamabi015,5/17/16,,28,85,48,5/17/16,5/17/16
tamabi015,5/17/16,,64,38,56,5/17/16,5/17/16
tamabi015,5/17/16,,94,37,64,5/17/16,5/17/16
tamabi015,5/17/16,,76,91,77,5/17/16,5/17/16
tamabi015,5/17/16,,71,75,76,5/17/16,5/17/16
tamabi015,5/17/16,,34,89,57,5/17/16,5/17/16
tamabi015,5/17/16,,100,97,16,5/17/16,5/17/16
tamabi015,5/17/16,,100,97,7,5/17/16,5/17/16
tamabi015,5/17/16,,6,52,6,5/18/16,5/18/16
tamabi015,5/17/16,,22,23,27,5/18/16,5/18/16
tamabi015,5/17/16,,42,61,52,5/18/16,5/18/16
tamabi015,5/17/16,,28,96,44,5/18/16,5/18/16
tamabi015,5/17/16,,21,80,26,5/18/16,5/18/16
tamabi015,5/17/16,,30,68,33,5/18/16,5/18/16
tamabi015,5/17/16,,53,93,58,5/18/16,5/18/16
tamabi015,5/18/16,,26,17,58,5/18/16,5/18/16
tamabi015,5/18/16,,40,28,58,5/18/16,5/18/16
tamabi015,5/18/16,,34,67,29,5/18/16,5/18/16
tamabi015,5/18/16,,27,52,22,5/18/16,5/18/16
tamabi015,5/18/16,,42,89,74,5/18/16,5/18/16
tamabi015,5/18/16,,40,94,67,5/18/16,5/18/16
tamabi015,5/18/16,,35,90,75,5/18/16,5/18/16
tamabi015,5/18/16,,43,87,76,5/18/16,5/18/16
tamabi015,5/18/16,,36,62,28,5/18/16,5/18/16
tamabi015,5/18/16,,43,46,24,5/18/16,5/18/16
tamabi015,5/18/16,,28,49,31,5/18/16,5/18/16
tamabi015,5/18/16,,38,41,49,5/18/16,5/18/16
tamabi015,5/18/16,,48,43,43,5/18/16,5/18/16
tamabi015,5/18/16,,61,59,36,5/18/16,5/18/16
tamabi015,5/18/16,,47,81,22,5/18/16,5/18/16
tamabi015,5/18/16,,37,50,30,5/18/16,5/18/16
tamabi015,5/18/16,,33,65,25,5/18/16,5/18/16
tamabi015,5/18/16,,57,72,37,5/18/16,5/18/16
tamabi015,5/18/16,,37,73,20,5/18/16,5/18/16
tamabi015,5/18/16,,36,64,45,5/18/16,5/18/16
tamabi015,5/18/16,,32,55,50,5/18/16,5/18/16
tamabi015,5/18/16,,38,81,43,5/18/16,5/18/16
tamabi015,5/18/16,,32,48,39,5/18/16,5/18/16
tamabi015,5/18/16,,32,46,48,5/18/16,5/18/16
tamabi015,5/18/16,,34,82,41,5/18/16,5/18/16
tamabi015,5/18/16,,65,80,67,5/18/16,5/18/16
tamabi015,5/18/16,,55,89,56,5/18/16,5/18/16
tamabi015,5/18/16,,63,91,49,5/18/16,5/18/16
tamabi015,5/18/16,,33,76,47,5/18/16,5/18/16
tamabi015,5/18/16,,27,92,37,5/18/16,5/18/16
tamabi015,5/18/16,,22,71,17,5/18/16,5/18/16
tamabi015,5/18/16,,42,62,40,5/18/16,5/18/16
tamabi015,5/18/16,,63,75,21,5/18/16,5/18/16
tamabi015,5/18/16,,42,41,47,5/18/16,5/18/16
tamabi015,5/18/16,,26,74,37,5/18/16,5/18/16
tamabi015,5/18/16,,42,59,38,5/18/16,5/18/16
tamabi015,5/18/16,,51,52,38,5/18/16,5/18/16
tamabi015,5/18/16,,30,61,54,5/18/16,5/18/16
tamabi015,5/18/16,,28,54,60,5/18/16,5/18/16
tamabi015,5/18/16,,30,61,61,5/18/16,5/18/16
tamabi015,5/18/16,,45,76,59,5/18/16,5/18/16
tamabi015,5/18/16,,37,51,52,5/18/16,5/18/16
